id,name,description,external_url,background_color,body,background,clothes_org,eyes,face,mouth_org,hat_org,special_org,clothes,hat,mouth,special
2303,AstarCat#2303,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Bunny Costume,Sunglasses,Yellow,Bitter Smile,Apricot Flower,None,Bunny Costume,Apricot Flower,Bitter Smile,None
2304,AstarCat#2304,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Snow,Track Suit Blue,Neutral,Blue,Happy,HeadBand Red,Rocket,Track Suit Blue,HeadBand Red,Happy,Rocket
2305,AstarCat#2305,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Orange,Hoodie Orange,Heart Glasses,Yellow,Smile,Sauna Hat Green,Rabbit,Hoodie Orange,Sauna Hat Green,Smile,Rabbit
2306,AstarCat#2306,AstarCats info,https://astar-cats.xyz/,FFFFFF,Robot Blue,Rain,Dot T-shirt Purple,Wink,Robot Blue,Smile,HeadBand Green,Fish,None,HeadBand Green,Smile,Fish
2307,AstarCat#2307,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Rainbow,None,Smirk,Yellow,Yay,Knitted Hat Red,None,None,Knitted Hat Red,Yay,None
2308,AstarCat#2308,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Blue,Shirt Blue,Sunglasses,Zombie,Tongue,Lion,None,Shirt Blue,Lion,Tongue,None
2309,AstarCat#2309,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Hoodie Red,Embarrassed,Yellow,Yay,Golden Apple,None,Hoodie Red,Golden Apple,Yay,None
2310,AstarCat#2310,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Dark,Shirt Pink,Dozing,Pink,Uhh,Nightcap Blue,None,Shirt Pink,Nightcap Blue,Uhh,None
2311,AstarCat#2311,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Sparkle,Flower T-shirt Green,Sleepy,Blue,Smirk,Party Yellow,None,Flower T-shirt Green,Party Yellow,Smirk,None
2312,AstarCat#2312,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Pink,Checked Shirt Orange,Tired,Yellow,Neutral,Nightcap Blue,Ghost,Checked Shirt Orange,Nightcap Blue,Neutral,Ghost
2313,AstarCat#2313,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Pink,Shirt Mint,Hearts,Pink,Huh,Party Blue,None,Shirt Mint,Party Blue,Huh,None
2314,AstarCat#2314,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dot,Cloud T-shirt Blue,Wink,Blue,Uhh,Horn,None,Cloud T-shirt Blue,Horn,Uhh,None
2315,AstarCat#2315,AstarCats info,https://astar-cats.xyz/,FFFFFF,Gold,Rain,Shirt Beige,Happy,Gold,Beam Chum,Cap Yellow,Duck,Shirt Beige,Cap Yellow,Beam Chum,Duck
2316,AstarCat#2316,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Pink,Hoodie Yellow,Smirk,Yellow,Neutral,Cherry,Rocket,Hoodie Yellow,Cherry,Neutral,Rocket
2317,AstarCat#2317,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Sparkle,Cloud T-shirt Pink,Smirk,Pink,Smoking,Silk Hat Navy,None,Cloud T-shirt Pink,Silk Hat Navy,Smoking,Smoking
2318,AstarCat#2318,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Pink,Dot T-shirt Green,Dozing,Zombie,Bitter Smile,Beret Green,None,Dot T-shirt Green,Beret Green,Bitter Smile,None
2319,AstarCat#2319,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Sweater Red,Cry,Yellow,Uhh,Chef,None,Sweater Red,Chef,Uhh,None
2320,AstarCat#2320,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Blue,Scarf Blue,XX,Blue,Chewing Gum,Bear,None,Scarf Blue,Bear,Chewing Gum,None
2321,AstarCat#2321,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Kindergarten Uniform Yellow,Sunglasses,Yellow,Smirk,Cake,None,Kindergarten Uniform Yellow,Cake,Smirk,None
2322,AstarCat#2322,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Yellow,Scarf Yellow,Neutral,Blue,Yay,HeadBand Green,None,Scarf Yellow,HeadBand Green,Yay,None
2323,AstarCat#2323,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Mountain,Kindergarten Uniform Pink,Squint,Pink,Smoking,Silk Hat Navy,None,Kindergarten Uniform Pink,Silk Hat Navy,Smoking,Smoking
2324,AstarCat#2324,AstarCats info,https://astar-cats.xyz/,FFFFFF,Robot Blue,Yellow,Track Suit Red,Wink,Robot Blue,Surprised,HeadBand Blue,None,None,HeadBand Blue,Surprised,None
2325,AstarCat#2325,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dot,Cloud T-shirt Blue,Staring,Blue,Bitter Smile,Nightcap Purple,Rainbow Fish,Cloud T-shirt Blue,Nightcap Purple,Bitter Smile,Rainbow Fish
2326,AstarCat#2326,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Neon,Float Yellow,Wink,Pink,Uhh,Chef,None,Float Yellow,Chef,Uhh,Float Yellow
2327,AstarCat#2327,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Dot,Shirt Mint,3D Glasses,Yellow,Yay,Pancake,None,Shirt Mint,Pancake,Yay,None
2328,AstarCat#2328,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Cloud T-shirt Green,Embarrassed,Pink,Tongue,Pirate,None,Cloud T-shirt Green,Pirate,Tongue,None
2329,AstarCat#2329,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Yellow,Heart T-shirt Pink,Wink,Blue,Bitter Smile,Ribbon Yellow,None,Heart T-shirt Pink,Ribbon Yellow,Bitter Smile,None
2330,AstarCat#2330,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Blue,Track Suit Blue,XX,Blue,Surprised,HeadPhones,None,Track Suit Blue,HeadPhones,Surprised,None
2331,AstarCat#2331,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Heart T-shirt Yellow,Happy,Yellow,Teeth,Silk Hat White,None,Heart T-shirt Yellow,Silk Hat White,Teeth,None
2332,AstarCat#2332,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dot,Uniform Green,Embarrassed,Blue,Bitter Smile,Halo,None,Uniform Green,Halo,Bitter Smile,None
2333,AstarCat#2333,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Rainbow,Cloud T-shirt Purple,Happy,Pink,Happy,Cap Blue,None,Cloud T-shirt Purple,Cap Blue,Happy,None
2334,AstarCat#2334,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Dot T-shirt Pink,Wink,Yellow,Tongue,Sauna Hat Yellow,None,Dot T-shirt Pink,Sauna Hat Yellow,Tongue,None
2335,AstarCat#2335,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Heart,Suit Blue,3D Glasses,Yellow,Smirk,Snot Bubble,None,Suit Blue,Snot Bubble,Smirk,None
2336,AstarCat#2336,AstarCats info,https://astar-cats.xyz/,FFFFFF,Gold,Night,Hoodie Blue,Hero Mask,Gold,Bitter Smile,Party Yellow,Angel Pink,Hoodie Blue,Party Yellow,Bitter Smile,Angel Pink
2337,AstarCat#2337,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Uniform Orange,Embarrassed,Yellow,Tongue,Sushi Tuna,Froggy,Uniform Orange,Sushi Tuna,Tongue,Froggy
2338,AstarCat#2338,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Heart,Flower T-shirt Orange,Happy,Blue,Bitter Smile,Pancake,None,Flower T-shirt Orange,Pancake,Bitter Smile,None
2339,AstarCat#2339,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Striped Shirt Gray,XX,Pink,Tongue,None,Shuriken,Striped Shirt Gray,None,Tongue,Shuriken
2340,AstarCat#2340,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Sweater Green,Heart Glasses,Pink,Yammy,Arrow,Froggy,Sweater Green,Arrow,Yammy,Froggy
2341,AstarCat#2341,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Overall Navy,Embarrassed,Pink,Yay,Apricot Flower,Rocket,Overall Navy,Apricot Flower,Yay,Rocket
2342,AstarCat#2342,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Track Suit Gray,Dozing,Blue,Yay,Flower,None,Track Suit Gray,Flower,Yay,None
2343,AstarCat#2343,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Rainbow,Sailor Suit Blue,Wink,Blue,Teeth,Sheep,None,Sailor Suit Blue,Sheep,Teeth,None
2344,AstarCat#2344,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Hoodie Orange,Wink,Blue,Teeth,HeadBand Green,Rabbit,Hoodie Orange,HeadBand Green,Teeth,Rabbit
2345,AstarCat#2345,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Flower,Ghost,Tired,Blue,Squiggle,Party Yellow,Rabbit,Ghost,Party Yellow,Squiggle,Rabbit
2346,AstarCat#2346,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Rainbow,Shirt White,3D Glasses,Meatbun,Smirk,Wreath,Ghost,Shirt White,Wreath,Smirk,Ghost
2347,AstarCat#2347,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Orange,Uniform Green,Sleepy,Yellow,Frown,Ribbon Blue,None,Uniform Green,Ribbon Blue,Frown,None
2348,AstarCat#2348,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Blue,Dot T-shirt Pink,Cry,Transparent,Uhh,Sprout,None,Dot T-shirt Pink,Sprout,Uhh,None
2349,AstarCat#2349,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Rainbow,Panda Costume,Tired,Pink,Neutral,Ninja,Ghost,Panda Costume,Ninja,Neutral,Ghost
2350,AstarCat#2350,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Scarf Pink,Neutral,Pink,Neutral,Chef,Rainbow Fish,Scarf Pink,Chef,Neutral,Rainbow Fish
2351,AstarCat#2351,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dot,Sweater Orange,Angry,Blue,Tongue,Wreath,None,Sweater Orange,Wreath,Tongue,None
2352,AstarCat#2352,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Green,Track Suit Blue,Angry,Blue,Bitter Smile,Wreath,None,Track Suit Blue,Wreath,Bitter Smile,None
2353,AstarCat#2353,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Green,Dot T-shirt Blue,Sparkle,Blue,Happy,Cake,None,Dot T-shirt Blue,Cake,Happy,None
2354,AstarCat#2354,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Sparkle,Uniform Green,XX,Yellow,Huh,Strawberry,None,Uniform Green,Strawberry,Huh,None
2355,AstarCat#2355,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Orange,None,Neutral,Blue,UWU,Chef,None,None,Chef,UWU,None
2356,AstarCat#2356,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Rainbow,Track Suit Blue,Happy,Yellow,Mustache,Arrow,None,Track Suit Blue,Arrow,Mustache,None
2357,AstarCat#2357,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Dot,Cloud T-shirt Orange,Staring,Pink,Smoking,Pancake,Fish,Cloud T-shirt Orange,Pancake,Smoking,Smoking
2358,AstarCat#2358,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Dark,Hoodie Yellow,Sparkle,Zombie,Yammy,Nightcap Orange,Shuriken,Hoodie Yellow,Nightcap Orange,Yammy,Shuriken
2359,AstarCat#2359,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Purple,Heart T-shirt Yellow,Squint,Pink,Happy,Sushi Tuna,Fish,Heart T-shirt Yellow,Sushi Tuna,Happy,Fish
2360,AstarCat#2360,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Pink,Striped Shirt Yellow,Hearts,Pink,Teeth,Beret Red,None,Striped Shirt Yellow,Beret Red,Teeth,None
2361,AstarCat#2361,AstarCats info,https://astar-cats.xyz/,FFFFFF,Gold,Orange,Striped Shirt Mint,Happy,Gold,Fangs,Sauna Hat Gray,Ghost,Striped Shirt Mint,Sauna Hat Gray,Fangs,Ghost
2362,AstarCat#2362,AstarCats info,https://astar-cats.xyz/,FFFFFF,Gold,Dark,Track Suit Blue,Staring,Gold,UWU,Sushi Egg,None,Track Suit Blue,Sushi Egg,UWU,None
2363,AstarCat#2363,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Purple,Flower T-shirt Orange,Sleepy,Meatbun,Uhh,Sushi Tuna,None,Flower T-shirt Orange,Sushi Tuna,Uhh,None
2364,AstarCat#2364,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Sparkle,Uniform Green,Sunglasses,Zombie,UWU,Ribbon Pink,None,Uniform Green,Ribbon Pink,UWU,None
2365,AstarCat#2365,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Sweater Orange,Wink,Yellow,Tongue,None,None,Sweater Orange,None,Tongue,None
2366,AstarCat#2366,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dot,Space Suit,Hearts,Blue,Surprised,Apple,None,Space Suit,Apple,Surprised,None
2367,AstarCat#2367,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Dot T-shirt Blue,Neutral,Blue,Squiggle,Ghost,None,Dot T-shirt Blue,Ghost,Squiggle,None
2368,AstarCat#2368,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Track Suit Gray,Angry,Blue,UWU,Earrings,Mouse,Track Suit Gray,Earrings,UWU,Mouse
2369,AstarCat#2369,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Track Suit Gray,Wink,Yellow,Yay,Flower,None,Track Suit Gray,Flower,Yay,None
2370,AstarCat#2370,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Overall Blue,Pixel Sunglasses,Blue,Tongue,HeadPhones,None,Overall Blue,HeadPhones,Tongue,None
2371,AstarCat#2371,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Overall Blue,Embarrassed,Pink,Smirk,Flower,Froggy,Overall Blue,Flower,Smirk,Froggy
2372,AstarCat#2372,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Sparkle,Striped Shirt Yellow,Embarrassed,Yellow,Smoking,Snot Bubble,None,Striped Shirt Yellow,Snot Bubble,Smoking,Smoking
2373,AstarCat#2373,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Rainbow,Flower T-shirt Green,Smirk,Blue,Frown,Ribbon Blue,None,Flower T-shirt Green,Ribbon Blue,Frown,None
2374,AstarCat#2374,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Yellow,Sweater Green,Cry,Transparent,Squiggle,Beret Blue,Rocket,Sweater Green,Beret Blue,Squiggle,Rocket
2375,AstarCat#2375,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Heart,Flower T-shirt Purple,Cry,Blue,UWU,Cap Yellow,Rabbit,Flower T-shirt Purple,Cap Yellow,UWU,Rabbit
2376,AstarCat#2376,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Purple,Suit Yellow,Neutral,Zombie,Teeth,Apple,None,Suit Yellow,Apple,Teeth,None
2377,AstarCat#2377,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Blue,Cloud T-shirt Orange,Staring,Blue,Smile,Antenna,None,Cloud T-shirt Orange,Antenna,Smile,None
2378,AstarCat#2378,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Yellow,Striped Shirt Purple,Sparkle,Blue,Chewing Gum,Apple,Coin,Striped Shirt Purple,Apple,Chewing Gum,Coin
2379,AstarCat#2379,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Orange,Striped Shirt Purple,Cry,Blue,Happy,Silk Hat Navy,None,Striped Shirt Purple,Silk Hat Navy,Happy,None
2380,AstarCat#2380,AstarCats info,https://astar-cats.xyz/,FFFFFF,Gold,Dot,Cat Costume,Hero Mask,Gold,Neutral,Party Pink,Ghost,Cat Costume,Party Pink,Neutral,Ghost
2381,AstarCat#2381,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Neon,Track Suit Blue,Happy,Pink,Smirk,Ribbon Yellow,None,Track Suit Blue,Ribbon Yellow,Smirk,None
2382,AstarCat#2382,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Flower,Shirt Beige,Hearts,Blue,Squiggle,Apple,None,Shirt Beige,Apple,Squiggle,None
2383,AstarCat#2383,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Sparkle,Heart T-shirt Blue,Sleepy,Transparent,Bitter Smile,Snot Bubble,Ghost,Heart T-shirt Blue,Snot Bubble,Bitter Smile,Ghost
2384,AstarCat#2384,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Rain,Sweater Green,Neutral,Blue,Huh,None,None,Sweater Green,None,Huh,None
2385,AstarCat#2385,AstarCats info,https://astar-cats.xyz/,FFFFFF,Gold,Blue,Sweater Red,Sleepy,Gold,Tongue,Party Blue,Fish,Sweater Red,Party Blue,Tongue,Fish
2386,AstarCat#2386,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Snow,Scarf Pink,Embarrassed,Blue,Yay,Sauna Hat Yellow,Fish,Scarf Pink,Sauna Hat Yellow,Yay,Fish
2387,AstarCat#2387,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Green,Sweater Red,Hearts,Blue,Happy,Knitted Hat Purple,None,Sweater Red,Knitted Hat Purple,Happy,None
2388,AstarCat#2388,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Heart,Hoodie Red,Happy,Pink,Smile,Horn,None,Hoodie Red,Horn,Smile,None
2389,AstarCat#2389,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Heart,Flower T-shirt Purple,Happy,Yellow,Uhh,HeadPhones,None,Flower T-shirt Purple,HeadPhones,Uhh,None
2390,AstarCat#2390,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Heart,Sweater Orange,Neutral,Blue,Surprised,Sushi Tuna,None,Sweater Orange,Sushi Tuna,Surprised,None
2391,AstarCat#2391,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dark,Cat Costume,Sunglasses,Blue,Squiggle,Flower,Golden Froggy,Cat Costume,Flower,Squiggle,Golden Froggy
2392,AstarCat#2392,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Snow,Dog Costume,Neutral,Meatbun,Smoking,HeadBand Red,None,Dog Costume,HeadBand Red,Smoking,Smoking
2393,AstarCat#2393,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Green,Hoodie Yellow,Sleepy,Blue,Fangs,HeadBand Blue,Rabbit,Hoodie Yellow,HeadBand Blue,Fangs,Rabbit
2394,AstarCat#2394,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Yellow,Shirt Mint,Hearts,Blue,UWU,Cap Red,None,Shirt Mint,Cap Red,UWU,None
2395,AstarCat#2395,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Dot,Shirt Mint,Tired,Yellow,Uhh,Apple,Froggy,Shirt Mint,Apple,Uhh,Froggy
2396,AstarCat#2396,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Green,Hoodie Blue,Happy,Zombie,Chewing Gum,Chef,None,Hoodie Blue,Chef,Chewing Gum,None
2397,AstarCat#2397,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Purple,Flower T-shirt Purple,Sleepy,Zombie,Happy,Silk Hat Pink,Fish,Flower T-shirt Purple,Silk Hat Pink,Happy,Fish
2398,AstarCat#2398,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Track Suit Blue,Embarrassed,Pink,Squiggle,Cherry,None,Track Suit Blue,Cherry,Squiggle,None
2399,AstarCat#2399,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Green,Scarf Yellow,Heart Glasses,Blue,Squiggle,Sauna Hat Gray,Mouse,Scarf Yellow,Sauna Hat Gray,Squiggle,Mouse
2400,AstarCat#2400,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Pink,Shirt Beige,Squint,Zombie,Tongue,Sprout,None,Shirt Beige,Sprout,Tongue,None
2401,AstarCat#2401,AstarCats info,https://astar-cats.xyz/,FFFFFF,Robot Blue,Rain,Suit Pink,Happy,Robot Blue,Frown,Silk Hat Navy,None,None,Silk Hat Navy,Frown,None
2402,AstarCat#2402,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Snow,Striped Shirt Gray,Star Glasses,Pink,Smoking,Antenna,None,Striped Shirt Gray,Antenna,Smoking,Smoking
2403,AstarCat#2403,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Blue,Scarf Blue,XX,Blue,Neutral,HeadPhones,None,Scarf Blue,HeadPhones,Neutral,None
2404,AstarCat#2404,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Pink,Heart T-shirt Pink,XX,Yellow,Squiggle,Apricot Flower,Ghost,Heart T-shirt Pink,Apricot Flower,Squiggle,Ghost
2405,AstarCat#2405,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Heart,Striped Shirt Yellow,Heart Glasses,Blue,Neutral,Knitted Hat Purple,None,Striped Shirt Yellow,Knitted Hat Purple,Neutral,None
2406,AstarCat#2406,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Rainbow,Float Blue,Dozing,Yellow,Yay,Nightcap Purple,None,Float Blue,Nightcap Purple,Yay,Float Blue
2407,AstarCat#2407,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Scarf Yellow,XX,Yellow,UWU,Silk Hat White,None,Scarf Yellow,Silk Hat White,UWU,None
2408,AstarCat#2408,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Flower,Cloud T-shirt Pink,Neutral,Transparent,UWU,HeadPhones,None,Cloud T-shirt Pink,HeadPhones,UWU,None
2409,AstarCat#2409,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Green,Hoodie Yellow,Dozing,Zombie,Frown,Snot Bubble,Duck,Hoodie Yellow,Snot Bubble,Frown,Duck
2410,AstarCat#2410,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Pink,Mummy,Squint,Pink,Uhh,Silk Hat Navy,None,Mummy,Silk Hat Navy,Uhh,None
2411,AstarCat#2411,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Pink,Heart T-shirt Blue,Smirk,Yellow,Frown,Bunny,None,Heart T-shirt Blue,Bunny,Frown,None
2412,AstarCat#2412,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Heart T-shirt Pink,Cry,Yellow,Smirk,Nightcap Blue,None,Heart T-shirt Pink,Nightcap Blue,Smirk,None
2413,AstarCat#2413,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Green,Dot T-shirt Blue,Sleepy,Yellow,Bitter Smile,Party Pink,None,Dot T-shirt Blue,Party Pink,Bitter Smile,None
2414,AstarCat#2414,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Flower,Striped Shirt Purple,Squint,Blue,Fangs,Sauna Hat Yellow,None,Striped Shirt Purple,Sauna Hat Yellow,Fangs,None
2415,AstarCat#2415,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Dot T-shirt Pink,Wink,Yellow,Smoking,Beret Green,None,Dot T-shirt Pink,Beret Green,Smoking,Smoking
2416,AstarCat#2416,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dark,Sailor Suit Pink,Staring,Blue,Squiggle,Beret Blue,Ghost,Sailor Suit Pink,Beret Blue,Squiggle,Ghost
2417,AstarCat#2417,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Orange,Kindergarten Uniform Yellow,Sparkle,Blue,Uhh,Cap Blue,None,Kindergarten Uniform Yellow,Cap Blue,Uhh,None
2418,AstarCat#2418,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Orange,Striped Shirt Purple,Angry,Transparent,Bitter Smile,Halo,Mouse,Striped Shirt Purple,Halo,Bitter Smile,Mouse
2419,AstarCat#2419,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Dark,Dot T-shirt Blue,Star Glasses,Pink,Bitter Smile,Cap Red,None,Dot T-shirt Blue,Cap Red,Bitter Smile,None
2420,AstarCat#2420,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Flower,Sweater Orange,Third Eye,Blue,Surprised,Cap Blue,Rabbit,Sweater Orange,Cap Blue,Surprised,Rabbit
2421,AstarCat#2421,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Dark,Striped Shirt Gray,Dozing,Pink,Bitter Smile,Beret Green,None,Striped Shirt Gray,Beret Green,Bitter Smile,None
2422,AstarCat#2422,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Orange,Cloud T-shirt Orange,Embarrassed,Pink,Uhh,Cat,Golden Froggy,Cloud T-shirt Orange,Cat,Uhh,Golden Froggy
2423,AstarCat#2423,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Blue,Checked Shirt Orange,Tired,Blue,Squiggle,Eyepatch,Rocket,Checked Shirt Orange,Eyepatch,Squiggle,Rocket
2424,AstarCat#2424,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Green,Sailor Suit Pink,Cry,Yellow,Neutral,HeadBand Green,None,Sailor Suit Pink,HeadBand Green,Neutral,None
2425,AstarCat#2425,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Sparkle,Suit Pink,Hearts,Yellow,Surprised,Silk Hat Pink,None,Suit Pink,Silk Hat Pink,Surprised,None
2426,AstarCat#2426,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Sunset,Hoodie Blue,Sleepy,Pink,Bitter Smile,Strawberry,None,Hoodie Blue,Strawberry,Bitter Smile,None
2427,AstarCat#2427,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Flower,Shirt Blue,Sunglasses,Zombie,Happy,Shark,Froggy,Shirt Blue,Shark,Happy,Froggy
2428,AstarCat#2428,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Yellow,Flower T-shirt Blue,Cry,Meatbun,Huh,Earrings,Fish,Flower T-shirt Blue,Earrings,Huh,Fish
2429,AstarCat#2429,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Heart,Dot T-shirt Green,Happy,Pink,Yay,Knitted Hat Red,None,Dot T-shirt Green,Knitted Hat Red,Yay,None
2430,AstarCat#2430,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Orange,Uniform Orange,Smirk,Pink,Yammy,Sauna Hat Gray,Rabbit,Uniform Orange,Sauna Hat Gray,Yammy,Rabbit
2431,AstarCat#2431,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Rainbow,Scarf Blue,Wink,Pink,Smile,Sprout,None,Scarf Blue,Sprout,Smile,None
2432,AstarCat#2432,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Purple,Striped Shirt Yellow,Cry,Meatbun,Squiggle,Sushi Tuna,None,Striped Shirt Yellow,Sushi Tuna,Squiggle,None
